Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      2.77     0.00        1     0.00     0.00  soundShutdown()
  0.00      2.77     0.00        1     0.00     0.00  systemMessage(int, char const*, ...)
  0.00      2.77     0.00        1     0.00     0.00  ReadPrefString(char const*, char const*)
  0.00      2.77     0.00        1     0.00     0.00  ValidateConfig()
  0.00      2.77     0.00        1     0.00     0.00  soundSetEnable(int)
  0.00      2.77     0.00        1     0.00     0.00  soundSetVolume(float)
  0.00      2.77     0.00        1     0.00     0.00  utilIsGBAImage(char const*)
  0.00      2.77     0.00        1     0.00     0.00  rtcEnableRumble(bool)
  0.00      2.77     0.00        1     0.00     0.00  systemSoundInit()
  0.00      2.77     0.00        1     0.00     0.00  CPUReadBatteryFile(char const*)
  0.00      2.77     0.00        1     0.00     0.00  CheckEReaderRegion()
  0.00      2.77     0.00        1     0.00     0.00  soundGetSampleRate()
  0.00      2.77     0.00        1     0.00     0.00  soundSetSampleRate(long)
  0.00      2.77     0.00        1     0.00     0.00  CPUWriteBatteryFile(char const*)
  0.00      2.77     0.00        1     0.00     0.00  systemScreenMessage(char const*)
  0.00      2.77     0.00        1     0.00     0.00  gbSoundSetDeclicking(bool)
  0.00      2.77     0.00        1     0.00     0.02  BIOS_RegisterRamReset(unsigned int)
  0.00      2.77     0.00        1     0.00     0.00  rtcReset()
  0.00      2.77     0.00        1     0.00     0.00  utilLoad(char const*, bool (*)(char const*), unsigned char*, int&)
  0.00      2.77     0.00        1     0.00     0.00  flashInit()
  0.00      2.77     0.00        1     0.00     0.00  thumb08_0C(unsigned int)
  0.00      2.77     0.00        1     0.00    54.31  CPUWriteByte(unsigned int, unsigned char)
  0.00      2.77     0.00        1     0.00     0.00  apply_muting()
  0.00      2.77     0.00        1     0.00     0.00  remake_stereo_buffer()
  0.00      2.77     0.00        1     0.00     0.00  File_Reader::seek(int)
  0.00      2.77     0.00        1     0.00     0.00  Stereo_Buffer::clock_rate(long)
  0.00      2.77     0.00        1     0.00     0.00  Stereo_Buffer::set_sample_rate(long, int)
  0.00      2.77     0.00        1     0.00     0.00  Stereo_Buffer::clear()
  0.00      2.77     0.00        1     0.00     0.00  Stereo_Buffer::Stereo_Buffer()
  0.00      2.77     0.00        1     0.00     0.00  Stereo_Buffer::~Stereo_Buffer()
  0.00      2.77     0.00        1     0.00     0.00  Std_File_Reader::~Std_File_Reader()
  0.00      2.77     0.00        1     0.00     0.00  Binary_Extractor::stat_v()
  0.00      2.77     0.00        1     0.00     0.00  Binary_Extractor::extract_v(void*, int)
  0.00      2.77     0.00        1     0.00     0.00  Array<unsigned short>::Array(unsigned long)
  0.00      2.77     0.00        1     0.00     0.00  fex_t::open_arc_file(bool)
  0.00      2.77     0.00        1     0.00     0.00  fex_t::read_v(void*, int)
  0.00      2.77     0.00        1     0.00     0.00  fex_t::set_info(int, unsigned int, unsigned int)
  0.00      2.77     0.00        1     0.00     0.00  Gb_Apu::Gb_Apu()
  0.00      2.77     0.00        1     0.00     0.00  SoundSDL::reset()
  0.00      2.77     0.00        1     0.00     0.00  SoundSDL::resume()
  0.00      2.77     0.00        1     0.00     0.00  SoundSDL::SoundSDL()
  0.00      2.77     0.00        1     0.00     0.00  SoundSDL::~SoundSDL()
  0.00      2.77     0.00        1     0.00     0.00  fex_read
  0.00      2.77     0.00        1     0.00     0.00  fex_size
  0.00      2.77     0.00        1     0.00     0.00  fex_stat

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.36% of 2.77 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     97.7    0.08    2.62                 CPULoop(int) [1]
                0.51    0.71  298392/298392      mode2RenderLine() [2]
                0.46    0.63  472938/472938      thumbExecute() [3]
                0.06    0.07   66857/66857       armExecute() [5]
                0.08    0.03   25314/25314       mode0RenderLine() [6]
                0.01    0.01  355519/355519      soundTimerOverflow(int) [19]
                0.00    0.02    3387/3387        psoundTickfn() [20]
                0.00    0.01  355519/1041298     soundEvent(unsigned int, unsigned short) <cycle 1> [30]
                0.00    0.01  325729/1041298     CPUCheckDMA(int, int) <cycle 1> [17]
                0.00    0.00 1285608/1285608     rtcIsEnabled() [188]
                0.00    0.00  463293/463293      CPUCompareVCOUNT() [201]
                0.00    0.00    2023/2023        systemFrame() [330]
                0.00    0.00    2023/2023        systemReadJoypads() [334]
                0.00    0.00    2023/2023        inputUpdateMotionSensor() [336]
                0.00    0.00    2023/2023        systemUpdateMotionSensor() [337]
                0.00    0.00    2023/2023        systemPauseOnFrame() [335]
                0.00    0.00    2023/2023        inputReadJoypad(int) [331]
                0.00    0.00    2023/2023        systemReadJoypad(int) [333]
                0.00    0.00    2023/2023        systemDrawScreen() [332]
                0.00    0.00    2020/16148       CPUSwitchMode(int, bool, bool) [266]
                0.00    0.00     202/202         system10Frames(int) [365]
                0.00    0.00      33/34          systemGetClock() [371]
                0.00    0.00      33/33          systemShowSpeed(int) [372]
                0.00    0.00       4/4           applyTimer() [393]
-----------------------------------------------
                0.51    0.71  298392/298392      CPULoop(int) [1]
[2]     44.0    0.51    0.71  298392         mode2RenderLine() [2]
                0.71    0.00  298392/298392      rtcReadGame(gzFile_s*) [4]
-----------------------------------------------
                0.46    0.63  472938/472938      CPULoop(int) [1]
[3]     39.5    0.46    0.63  472938         thumbExecute() [3]
                0.06    0.01 2276075/2276075     thumbBC(unsigned int) [7]
                0.05    0.00 4137608/4137608     thumb88(unsigned int) [8]
                0.04    0.00  928514/928514      thumb48(unsigned int) [10]
                0.03    0.00 2367827/2367827     thumb80(unsigned int) [12]
                0.03    0.00 3799234/3799234     thumb68(unsigned int) [13]
                0.03    0.00 1525557/1525557     thumbF8(unsigned int) [18]
                0.02    0.00 2129295/2129295     thumb46_1(unsigned int) [22]
                0.02    0.00 1983206/1983206     thumb47(unsigned int) [23]
                0.02    0.00 1314730/1314730     thumbB5(unsigned int) [24]
                0.01    0.01  177040/177040      thumb70(unsigned int) [26]
                0.02    0.00  455045/455045      thumb2B(unsigned int) [27]
                0.01    0.00  200830/200830      thumbC8(unsigned int) [29]
                0.01    0.00 4049862/4049862     thumb1C_0(unsigned int) [32]
                0.01    0.00 3029866/3029866     thumb5E(unsigned int) [35]
                0.01    0.00 2199003/2199003     thumb28(unsigned int) [36]
                0.01    0.00 1967546/1967546     thumbD0(unsigned int) [38]
                0.01    0.00 1109046/1109046     thumb00_02(unsigned int) [40]
                0.01    0.00  911414/911414      thumb21(unsigned int) [41]
                0.01    0.00  898641/898641      thumb20(unsigned int) [42]
                0.01    0.00  738942/738942      thumb00_10(unsigned int) [43]
                0.01    0.00  575139/575139      thumb98(unsigned int) [44]
                0.01    0.00  479329/479329      thumbDD(unsigned int) [45]
                0.01    0.00  464272/464272      thumbE0(unsigned int) [46]
                0.01    0.00  404026/404026      thumb1C_1(unsigned int) [47]
                0.01    0.00  376624/376624      thumbC0(unsigned int) [48]
                0.01    0.00  281923/281923      thumb42_1(unsigned int) [49]
                0.01    0.00  122750/122750      thumb18_4(unsigned int) [50]
                0.01    0.00  118806/118806      thumbB4(unsigned int) [51]
                0.01    0.00   87175/87175       thumb08_1C(unsigned int) [52]
                0.01    0.00   10300/10300       thumb27(unsigned int) [53]
                0.01    0.00     140/140         thumb58(unsigned int) [54]
                0.01    0.00 1975118/1975118     thumb40_0(unsigned int) [62]
                0.01    0.00  943451/943451      thumbF4(unsigned int) [63]
                0.01    0.00  938132/938132      thumb18_1(unsigned int) [64]
                0.01    0.00  797642/797642      thumb46_2(unsigned int) [65]
                0.01    0.00  604579/604579      thumb2A(unsigned int) [66]
                0.01    0.00  582106/582106      thumbF0(unsigned int) [67]
                0.01    0.00  492996/492996      thumb29(unsigned int) [68]
                0.01    0.00  468234/468234      thumb30(unsigned int) [69]
                0.01    0.00  395693/395693      thumbB0(unsigned int) [70]
                0.01    0.00  338344/338344      thumb31(unsigned int) [71]
                0.01    0.00  328930/328930      thumb2C(unsigned int) [72]
                0.01    0.00  321575/321575      thumb18_2(unsigned int) [73]
                0.01    0.00  196192/196192      thumb32(unsigned int) [74]
                0.01    0.00   86676/86676       thumb1C_3(unsigned int) [75]
                0.01    0.00   72327/72327       thumb43_1(unsigned int) [76]
                0.01    0.00   18038/18038       thumb00_18(unsigned int) [77]
                0.01    0.00   10990/10990       thumb3F(unsigned int) [78]
                0.01    0.00    5569/5569        thumbA0(unsigned int) [79]
                0.01    0.00     972/972         thumb41_0(unsigned int) [80]
                0.01    0.00     151/151         thumb2F(unsigned int) [81]
                0.00    0.00  377651/377651      thumb60(unsigned int) [86]
                0.00    0.00    3108/3108        thumbBD(unsigned int) [92]
                0.00    0.00 1948557/1948557     thumbD1(unsigned int) [186]
                0.00    0.00  970254/970254      thumb43_0(unsigned int) [190]
                0.00    0.00  656966/656966      thumb22(unsigned int) [194]
                0.00    0.00  613937/613937      thumb42_2(unsigned int) [196]
                0.00    0.00  578776/578776      thumb23(unsigned int) [197]
                0.00    0.00  467527/467527      thumbDC(unsigned int) [200]
                0.00    0.00  446091/446091      thumb24(unsigned int) [202]
                0.00    0.00  425047/425047      thumb90(unsigned int) [204]
                0.00    0.00  413771/413771      thumb78(unsigned int) [206]
                0.00    0.00  387978/387978      thumb2D(unsigned int) [207]
                0.00    0.00  299080/299080      thumb18_0(unsigned int) [209]
                0.00    0.00  274741/274741      thumbD3(unsigned int) [210]
                0.00    0.00  271149/271149      thumb00_04(unsigned int) [211]
                0.00    0.00  261816/261816      thumbDB(unsigned int) [212]
                0.00    0.00  239883/239883      thumb00_01(unsigned int) [213]
                0.00    0.00  214175/214175      thumb00_03(unsigned int) [214]
                0.00    0.00  213013/213013      thumb08_0E(unsigned int) [215]
                0.00    0.00  210713/210713      thumb33(unsigned int) [216]
                0.00    0.00  209288/209288      thumb42_3(unsigned int) [217]
                0.00    0.00  181441/181441      thumb08_10(unsigned int) [219]
                0.00    0.00  140120/140120      thumb44_2(unsigned int) [221]
                0.00    0.00  121587/121587      thumb42_0(unsigned int) [222]
                0.00    0.00  117625/117625      thumb37(unsigned int) [223]
                0.00    0.00  116002/116002      thumb36(unsigned int) [224]
                0.00    0.00  114899/114899      thumb40_1(unsigned int) [225]
                0.00    0.00  114804/114804      thumb00_08(unsigned int) [226]
                0.00    0.00  114003/114003      thumbDA(unsigned int) [227]
                0.00    0.00  109733/109733      thumb2E(unsigned int) [228]
                0.00    0.00  108263/108263      thumb10_08(unsigned int) [229]
                0.00    0.00  106506/106506      thumb10_07(unsigned int) [230]
                0.00    0.00  103348/103348      thumb10_10(unsigned int) [231]
                0.00    0.00  102216/102216      thumb25(unsigned int) [232]
                0.00    0.00  101395/101395      thumb44_1(unsigned int) [233]
                0.00    0.00  100660/100660      thumb18_3(unsigned int) [234]
                0.00    0.00   91376/91376       thumb1A_2(unsigned int) [235]
                0.00    0.00   89324/89324       thumb1E_1(unsigned int) [236]
                0.00    0.00   87175/87175       thumb08_1F(unsigned int) [237]
                0.00    0.00   86957/86957       thumbD9(unsigned int) [238]
                0.00    0.00   86793/86793       thumb46_3(unsigned int) [239]
                0.00    0.00   86722/86722       thumb08_02(unsigned int) [240]
                0.00    0.00   80462/80462       thumb3A(unsigned int) [241]
                0.00    0.00   61389/61389       thumbD8(unsigned int) [244]
                0.00    0.00   46276/46276       thumb38(unsigned int) [247]
                0.00    0.00   37039/37039       thumb39(unsigned int) [249]
                0.00    0.00   35614/35614       thumb10_05(unsigned int) [251]
                0.00    0.00   35555/35555       thumb3E(unsigned int) [252]
                0.00    0.00   34171/34171       thumb00_05(unsigned int) [254]
                0.00    0.00   26737/26737       thumb18_6(unsigned int) [255]
                0.00    0.00   18857/18857       thumb43_2(unsigned int) [259]
                0.00    0.00   16530/16530       thumb43_3(unsigned int) [265]
                0.00    0.00   15712/15712       thumb34(unsigned int) [267]
                0.00    0.00   15091/15091       thumb1A_6(unsigned int) [268]
                0.00    0.00   13973/13973       thumb56(unsigned int) [270]
                0.00    0.00   12278/12278       thumb08_08(unsigned int) [273]
                0.00    0.00   12136/12136       thumb00_13(unsigned int) [274]
                0.00    0.00   11175/11175       thumb35(unsigned int) [278]
                0.00    0.00   10125/10125       thumb1A_1(unsigned int) [282]
                0.00    0.00    7090/7090        thumbD2(unsigned int) [285]
                0.00    0.00    7079/7079        thumb1A_5(unsigned int) [286]
                0.00    0.00    6640/6640        thumb08_04(unsigned int) [287]
                0.00    0.00    6092/6092        thumb08_01(unsigned int) [289]
                0.00    0.00    6064/6064        thumb00_12(unsigned int) [290]
                0.00    0.00    5950/5950        thumb26(unsigned int) [293]
