Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00  467527/467527      thumbExecute() [3]
[200]    0.0    0.00    0.00  467527         thumbDC(unsigned int) [200]
-----------------------------------------------
                0.00    0.00  463293/463293      CPULoop(int) [1]
[201]    0.0    0.00    0.00  463293         CPUCompareVCOUNT() [201]
-----------------------------------------------
                0.00    0.00  446091/446091      thumbExecute() [3]
[202]    0.0    0.00    0.00  446091         thumb24(unsigned int) [202]
-----------------------------------------------
                0.00    0.00    2017/435435      arm790(unsigned int) [347]
                0.00    0.00    2020/435435      arm510(unsigned int) [342]
                0.00    0.00   47898/435435      arm8B0(unsigned int) [263]
                0.00    0.00  383500/435435      arm590(unsigned int) [208]
[203]    0.0    0.00    0.00  435435         CPUReadMemory(unsigned int) [203]
-----------------------------------------------
                0.00    0.00  425047/425047      thumbExecute() [3]
[204]    0.0    0.00    0.00  425047         thumb90(unsigned int) [204]
-----------------------------------------------
                0.00    0.00   47906/420956      arm920(unsigned int) [262]
                0.00    0.00  178575/420956      arm480(unsigned int) [220]
                0.00    0.00  194475/420956      arm580(unsigned int) [218]
[205]    0.0    0.00    0.00  420956         CPUWriteMemory(unsigned int, unsigned int) [205]
-----------------------------------------------
                0.00    0.00  413771/413771      thumbExecute() [3]
[206]    0.0    0.00    0.00  413771         thumb78(unsigned int) [206]
-----------------------------------------------
                0.00    0.00  387978/387978      thumbExecute() [3]
[207]    0.0    0.00    0.00  387978         thumb2D(unsigned int) [207]
-----------------------------------------------
                0.00    0.00  383500/383500      armExecute() [5]
[208]    0.0    0.00    0.00  383500         arm590(unsigned int) [208]
                0.00    0.00  383500/435435      CPUReadMemory(unsigned int) [203]
-----------------------------------------------
                0.00    0.00  299080/299080      thumbExecute() [3]
[209]    0.0    0.00    0.00  299080         thumb18_0(unsigned int) [209]
-----------------------------------------------
                0.00    0.00  274741/274741      thumbExecute() [3]
[210]    0.0    0.00    0.00  274741         thumbD3(unsigned int) [210]
-----------------------------------------------
                0.00    0.00  271149/271149      thumbExecute() [3]
[211]    0.0    0.00    0.00  271149         thumb00_04(unsigned int) [211]
-----------------------------------------------
                0.00    0.00  261816/261816      thumbExecute() [3]
[212]    0.0    0.00    0.00  261816         thumbDB(unsigned int) [212]
-----------------------------------------------
                0.00    0.00  239883/239883      thumbExecute() [3]
[213]    0.0    0.00    0.00  239883         thumb00_01(unsigned int) [213]
-----------------------------------------------
                0.00    0.00  214175/214175      thumbExecute() [3]
[214]    0.0    0.00    0.00  214175         thumb00_03(unsigned int) [214]
-----------------------------------------------
                0.00    0.00  213013/213013      thumbExecute() [3]
[215]    0.0    0.00    0.00  213013         thumb08_0E(unsigned int) [215]
-----------------------------------------------
                0.00    0.00  210713/210713      thumbExecute() [3]
[216]    0.0    0.00    0.00  210713         thumb33(unsigned int) [216]
-----------------------------------------------
                0.00    0.00  209288/209288      thumbExecute() [3]
[217]    0.0    0.00    0.00  209288         thumb42_3(unsigned int) [217]
-----------------------------------------------
                0.00    0.00  194475/194475      armExecute() [5]
[218]    0.0    0.00    0.00  194475         arm580(unsigned int) [218]
                0.00    0.00  194475/420956      CPUWriteMemory(unsigned int, unsigned int) [205]
-----------------------------------------------
                0.00    0.00  181441/181441      thumbExecute() [3]
[219]    0.0    0.00    0.00  181441         thumb08_10(unsigned int) [219]
-----------------------------------------------
                0.00    0.00  178575/178575      armExecute() [5]
[220]    0.0    0.00    0.00  178575         arm480(unsigned int) [220]
                0.00    0.00  178575/420956      CPUWriteMemory(unsigned int, unsigned int) [205]
-----------------------------------------------
                0.00    0.00  140120/140120      thumbExecute() [3]
[221]    0.0    0.00    0.00  140120         thumb44_2(unsigned int) [221]
-----------------------------------------------
                0.00    0.00  121587/121587      thumbExecute() [3]
[222]    0.0    0.00    0.00  121587         thumb42_0(unsigned int) [222]
-----------------------------------------------
                0.00    0.00  117625/117625      thumbExecute() [3]
[223]    0.0    0.00    0.00  117625         thumb37(unsigned int) [223]
-----------------------------------------------
                0.00    0.00  116002/116002      thumbExecute() [3]
[224]    0.0    0.00    0.00  116002         thumb36(unsigned int) [224]
-----------------------------------------------
                0.00    0.00  114899/114899      thumbExecute() [3]
[225]    0.0    0.00    0.00  114899         thumb40_1(unsigned int) [225]
-----------------------------------------------
                0.00    0.00  114804/114804      thumbExecute() [3]
[226]    0.0    0.00    0.00  114804         thumb00_08(unsigned int) [226]
-----------------------------------------------
                0.00    0.00  114003/114003      thumbExecute() [3]
[227]    0.0    0.00    0.00  114003         thumbDA(unsigned int) [227]
-----------------------------------------------
                0.00    0.00  109733/109733      thumbExecute() [3]
[228]    0.0    0.00    0.00  109733         thumb2E(unsigned int) [228]
-----------------------------------------------
                0.00    0.00  108263/108263      thumbExecute() [3]
[229]    0.0    0.00    0.00  108263         thumb10_08(unsigned int) [229]
-----------------------------------------------
                0.00    0.00  106506/106506      thumbExecute() [3]
[230]    0.0    0.00    0.00  106506         thumb10_07(unsigned int) [230]
-----------------------------------------------
                0.00    0.00  103348/103348      thumbExecute() [3]
[231]    0.0    0.00    0.00  103348         thumb10_10(unsigned int) [231]
-----------------------------------------------
                0.00    0.00  102216/102216      thumbExecute() [3]
[232]    0.0    0.00    0.00  102216         thumb25(unsigned int) [232]
-----------------------------------------------
                0.00    0.00  101395/101395      thumbExecute() [3]
[233]    0.0    0.00    0.00  101395         thumb44_1(unsigned int) [233]
-----------------------------------------------
                0.00    0.00  100660/100660      thumbExecute() [3]
[234]    0.0    0.00    0.00  100660         thumb18_3(unsigned int) [234]
-----------------------------------------------
                0.00    0.00   91376/91376       thumbExecute() [3]
[235]    0.0    0.00    0.00   91376         thumb1A_2(unsigned int) [235]
-----------------------------------------------
                0.00    0.00   89324/89324       thumbExecute() [3]
[236]    0.0    0.00    0.00   89324         thumb1E_1(unsigned int) [236]
-----------------------------------------------
                0.00    0.00   87175/87175       thumbExecute() [3]
[237]    0.0    0.00    0.00   87175         thumb08_1F(unsigned int) [237]
-----------------------------------------------
                0.00    0.00   86957/86957       thumbExecute() [3]
[238]    0.0    0.00    0.00   86957         thumbD9(unsigned int) [238]
-----------------------------------------------
                0.00    0.00   86793/86793       thumbExecute() [3]
[239]    0.0    0.00    0.00   86793         thumb46_3(unsigned int) [239]
-----------------------------------------------
                0.00    0.00   86722/86722       thumbExecute() [3]
[240]    0.0    0.00    0.00   86722         thumb08_02(unsigned int) [240]
-----------------------------------------------
                0.00    0.00   80462/80462       thumbExecute() [3]
[241]    0.0    0.00    0.00   80462         thumb3A(unsigned int) [241]
-----------------------------------------------
                0.00    0.00   67228/67228       armExecute() [5]
[242]    0.0    0.00    0.00   67228         arm1BD(unsigned int) [242]
                0.00    0.00   67228/648353      CPUReadByte(unsigned int) [195]
-----------------------------------------------
                0.00    0.00    4040/64062       arm510(unsigned int) [342]
                0.00    0.00   30009/64062       arm8B0(unsigned int) [263]
                0.00    0.00   30013/64062       arm920(unsigned int) [262]
[243]    0.0    0.00    0.00   64062         dataTicksAccessSeq32(unsigned int) [243]
-----------------------------------------------
                0.00    0.00   61389/61389       thumbExecute() [3]
[244]    0.0    0.00    0.00   61389         thumbD8(unsigned int) [244]
-----------------------------------------------
                0.00    0.00   51546/51546       armExecute() [5]
[245]    0.0    0.00    0.00   51546         arm0DD(unsigned int) [245]
                0.00    0.00   51546/648353      CPUReadByte(unsigned int) [195]
-----------------------------------------------
                0.00    0.00    2020/47888       arm250(unsigned int) [11]
                0.00    0.00   10086/47888       arm121(unsigned int) [90]
                0.00    0.00   17889/47888       arm8B0(unsigned int) [263]
                0.00    0.00   17893/47888       arm920(unsigned int) [262]
[246]    0.0    0.00    0.00   47888         codeTicksAccess32(unsigned int) [246]
-----------------------------------------------
                0.00    0.00   46276/46276       thumbExecute() [3]
[247]    0.0    0.00    0.00   46276         thumb38(unsigned int) [247]
-----------------------------------------------
                0.00    0.00   43658/43658       Gb_Apu::run_until_(int) [16]
[248]    0.0    0.00    0.00   43658         Gb_Square::run(int, int) [248]
-----------------------------------------------
                0.00    0.00   37039/37039       thumbExecute() [3]
[249]    0.0    0.00    0.00   37039         thumb39(unsigned int) [249]
-----------------------------------------------
                0.00    0.00   17889/35782       arm8B0(unsigned int) [263]
                0.00    0.00   17893/35782       arm920(unsigned int) [262]
[250]    0.0    0.00    0.00   35782         dataTicksAccess32(unsigned int) [250]
-----------------------------------------------
                0.00    0.00   35614/35614       thumbExecute() [3]
[251]    0.0    0.00    0.00   35614         thumb10_05(unsigned int) [251]
-----------------------------------------------
                0.00    0.00   35555/35555       thumbExecute() [3]
[252]    0.0    0.00    0.00   35555         thumb3E(unsigned int) [252]
-----------------------------------------------
                0.00    0.00   34684/34684       Gb_Apu::run_until_(int) [16]
[253]    0.0    0.00    0.00   34684         Gb_Osc::clock_length() [253]
-----------------------------------------------
                0.00    0.00   34171/34171       thumbExecute() [3]
[254]    0.0    0.00    0.00   34171         thumb00_05(unsigned int) [254]
-----------------------------------------------
                0.00    0.00   26737/26737       thumbExecute() [3]
[255]    0.0    0.00    0.00   26737         thumb18_6(unsigned int) [255]
-----------------------------------------------
                0.00    0.00   24240/24240       BIOS_LZ77UnCompVram() [394]
[256]    0.0    0.00    0.00   24240         CPUWriteHalfWord(unsigned int, unsigned short) [256]
-----------------------------------------------
                0.00    0.00   21829/21829       Gb_Apu::run_until_(int) [16]
[257]    0.0    0.00    0.00   21829         Gb_Wave::run(int, int) [257]
-----------------------------------------------
                0.00    0.00   19712/19712       BIOS_LZ77UnCompVram() [394]
[258]    0.0    0.00    0.00   19712         CPUReadByte(unsigned int) [258]
-----------------------------------------------
                0.00    0.00   18857/18857       thumbExecute() [3]
[259]    0.0    0.00    0.00   18857         thumb43_2(unsigned int) [259]
-----------------------------------------------
                0.00    0.00   18416/18416       armExecute() [5]
[260]    0.0    0.00    0.00   18416         arm3A0(unsigned int) [260]
-----------------------------------------------
                0.00    0.00       1/18296       CPUWriteByte(unsigned int, unsigned char) [91]
                0.00    0.00    2125/18296       BIOS_CpuSet() [377]
                0.00    0.00   16170/18296       BIOS_BgAffineSet() [317]
[261]    0.0    0.00    0.00   18296         CPUReadHalfWord(unsigned int) [261]
-----------------------------------------------
                0.00    0.00   17893/17893       armExecute() [5]
[262]    0.0    0.00    0.00   17893         arm920(unsigned int) [262]
                0.00    0.00   47906/420956      CPUWriteMemory(unsigned int, unsigned int) [205]
                0.00    0.00   30013/64062       dataTicksAccessSeq32(unsigned int) [243]
                0.00    0.00   17893/35782       dataTicksAccess32(unsigned int) [250]
                0.00    0.00   17893/47888       codeTicksAccess32(unsigned int) [246]
-----------------------------------------------
                0.00    0.00   17889/17889       armExecute() [5]
[263]    0.0    0.00    0.00   17889         arm8B0(unsigned int) [263]
                0.00    0.00   47898/435435      CPUReadMemory(unsigned int) [203]
                0.00    0.00   30009/64062       dataTicksAccessSeq32(unsigned int) [243]
                0.00    0.00   17889/35782       dataTicksAccess32(unsigned int) [250]
                0.00    0.00   17889/47888       codeTicksAccess32(unsigned int) [246]
-----------------------------------------------
                0.00    0.00   17687/17687       armExecute() [5]
[264]    0.0    0.00    0.00   17687         arm280(unsigned int) [264]
-----------------------------------------------
                0.00    0.00   16530/16530       thumbExecute() [3]
[265]    0.0    0.00    0.00   16530         thumb43_3(unsigned int) [265]
-----------------------------------------------
                0.00    0.00    2016/16148       arm810(unsigned int) [95]
                0.00    0.00    2017/16148       CPUSoftwareInterrupt(int) [299]
                0.00    0.00    2020/16148       CPULoop(int) [1]
                0.00    0.00    2020/16148       arm250(unsigned int) [11]
                0.00    0.00    8075/16148       arm120(unsigned int) [284]
[266]    0.0    0.00    0.00   16148         CPUSwitchMode(int, bool, bool) [266]
-----------------------------------------------
                0.00    0.00   15712/15712       thumbExecute() [3]
[267]    0.0    0.00    0.00   15712         thumb34(unsigned int) [267]
-----------------------------------------------
                0.00    0.00   15091/15091       thumbExecute() [3]
[268]    0.0    0.00    0.00   15091         thumb1A_6(unsigned int) [268]
-----------------------------------------------
                0.00    0.00       4/14670       BIOS_LZ77UnCompVram() [394]
                0.00    0.00     645/14670       BIOS_CpuSet() [377]
                0.00    0.00    6468/14670       BIOS_BgAffineSet() [317]
                0.00    0.00    7553/14670       BIOS_CpuFastSet() [388]
[269]    0.0    0.00    0.00   14670         CPUReadMemory(unsigned int) [269]
-----------------------------------------------
                0.00    0.00   13973/13973       thumbExecute() [3]
[270]    0.0    0.00    0.00   13973         thumb56(unsigned int) [270]
-----------------------------------------------
                0.00    0.00   12377/12377       armExecute() [5]
[271]    0.0    0.00    0.00   12377         arm1A0(unsigned int) [271]
-----------------------------------------------
                0.00    0.00   12285/12285       armExecute() [5]
[272]    0.0    0.00    0.00   12285         arm5D0(unsigned int) [272]
                0.00    0.00   12285/648353      CPUReadByte(unsigned int) [195]
-----------------------------------------------
                0.00    0.00   12278/12278       thumbExecute() [3]
[273]    0.0    0.00    0.00   12278         thumb08_08(unsigned int) [273]
-----------------------------------------------
                0.00    0.00   12136/12136       thumbExecute() [3]
[274]    0.0    0.00    0.00   12136         thumb00_13(unsigned int) [274]
-----------------------------------------------
                0.00    0.00    2018/12118       arm14B(unsigned int) [344]
                0.00    0.00   10100/12118       arm1CB(unsigned int) [87]
[275]    0.0    0.00    0.00   12118         CPUWriteHalfWord(unsigned int, unsigned short) [275]
-----------------------------------------------
                0.00    0.00    4040/12115       arm100(unsigned int) [306]
                0.00    0.00    8075/12115       arm120(unsigned int) [284]
[276]    0.0    0.00    0.00   12115         CPUUpdateCPSR() [276]
-----------------------------------------------
                0.00    0.00    2016/12111       arm810(unsigned int) [95]
                0.00    0.00    2020/12111       arm250(unsigned int) [11]
                0.00    0.00    8075/12111       arm120(unsigned int) [284]
[277]    0.0    0.00    0.00   12111         CPUSwitchMode(int, bool) [277]
-----------------------------------------------
                0.00    0.00   11175/11175       thumbExecute() [3]
[278]    0.0    0.00    0.00   11175         thumb35(unsigned int) [278]
-----------------------------------------------
                0.00    0.00   10174/10174       armExecute() [5]
[279]    0.0    0.00    0.00   10174         arm210(unsigned int) [279]
-----------------------------------------------
                0.00    0.00   10161/10161       Stereo_Buffer::end_frame(int) [314]
[280]    0.0    0.00    0.00   10161         Blip_Buffer::end_frame(int) [280]
-----------------------------------------------
                0.00    0.00   10158/10158       arm5C0(unsigned int) [88]
[281]    0.0    0.00    0.00   10158         CPUWriteByte(unsigned int, unsigned char) [281]
-----------------------------------------------
                0.00    0.00   10125/10125       thumbExecute() [3]
[282]    0.0    0.00    0.00   10125         thumb1A_1(unsigned int) [282]
-----------------------------------------------
                0.00    0.00    8075/8075        arm120(unsigned int) [284]
[283]    0.0    0.00    0.00    8075         CPUUpdateFlags() [283]
-----------------------------------------------
                0.00    0.00    8075/8075        armExecute() [5]
[284]    0.0    0.00    0.00    8075         arm120(unsigned int) [284]
                0.00    0.00    8075/12115       CPUUpdateCPSR() [276]
                0.00    0.00    8075/16148       CPUSwitchMode(int, bool, bool) [266]
                0.00    0.00    8075/12111       CPUSwitchMode(int, bool) [277]
                0.00    0.00    8075/8075        CPUUpdateFlags() [283]
-----------------------------------------------
                0.00    0.00    7090/7090        thumbExecute() [3]
[285]    0.0    0.00    0.00    7090         thumbD2(unsigned int) [285]
-----------------------------------------------
                0.00    0.00    7079/7079        thumbExecute() [3]
[286]    0.0    0.00    0.00    7079         thumb1A_5(unsigned int) [286]
-----------------------------------------------
                0.00    0.00    6640/6640        thumbExecute() [3]
[287]    0.0    0.00    0.00    6640         thumb08_04(unsigned int) [287]
-----------------------------------------------
                0.00    0.00    6501/6501        Gb_Apu::run_until_(int) [16]
[288]    0.0    0.00    0.00    6501         Gb_Env::clock_envelope() [288]
-----------------------------------------------
                0.00    0.00    6092/6092        thumbExecute() [3]
[289]    0.0    0.00    0.00    6092         thumb08_01(unsigned int) [289]
-----------------------------------------------
                0.00    0.00    6064/6064        thumbExecute() [3]
[290]    0.0    0.00    0.00    6064         thumb00_12(unsigned int) [290]
-----------------------------------------------
                0.00    0.00    6057/6057        armExecute() [5]
[291]    0.0    0.00    0.00    6057         arm380(unsigned int) [291]
-----------------------------------------------
                0.00    0.00    2020/6053        arm1DB(unsigned int) [341]
                0.00    0.00    4033/6053        arm15B(unsigned int) [309]
[292]    0.0    0.00    0.00    6053         CPUReadHalfWord(unsigned int) [292]
-----------------------------------------------
                0.00    0.00    5950/5950        thumbExecute() [3]
[293]    0.0    0.00    0.00    5950         thumb26(unsigned int) [293]
-----------------------------------------------
                0.00    0.00    5828/5828        Stereo_Buffer::read_samples(short*, long) [327]
[294]    0.0    0.00    0.00    5828         Blip_Buffer::remove_samples(long) [294]
-----------------------------------------------
                0.00    0.00    5663/5663        thumbExecute() [3]
[295]    0.0    0.00    0.00    5663         thumb08_18(unsigned int) [295]
-----------------------------------------------
                0.00    0.00    5456/5456        thumbExecute() [3]
[296]    0.0    0.00    0.00    5456         thumb3D(unsigned int) [296]
-----------------------------------------------
                0.00    0.00    5416/5416        flush_samples(Multi_Buffer*) [313]
[297]    0.0    0.00    0.00    5416         Stereo_Buffer::samples_avail() const [297]
-----------------------------------------------
                0.00    0.00    5348/5348        thumbExecute() [3]
[298]    0.0    0.00    0.00    5348         thumb10_0E(unsigned int) [298]
-----------------------------------------------
                0.00    0.00    5284/5284        thumbExecute() [3]
[299]    0.0    0.00    0.00    5284         CPUSoftwareInterrupt(int) [299]
                0.00    0.00    2017/16148       CPUSwitchMode(int, bool, bool) [266]
-----------------------------------------------
                0.00    0.00    5284/5284        thumbExecute() [3]
[300]    0.0    0.00    0.00    5284         thumbDF(unsigned int) [300]
-----------------------------------------------
                0.00    0.00    5132/5132        thumbExecute() [3]
[301]    0.0    0.00    0.00    5132         thumb18_5(unsigned int) [301]
-----------------------------------------------
                0.00    0.00    4586/4586        thumbExecute() [3]
[302]    0.0    0.00    0.00    4586         thumbD5(unsigned int) [302]
-----------------------------------------------
                0.00    0.00    4335/4335        Gb_Apu::run_until_(int) [16]
[303]    0.0    0.00    0.00    4335         Gb_Sweep_Square::clock_sweep() [303]
-----------------------------------------------
                0.00    0.00    4095/4095        armExecute() [5]
[304]    0.0    0.00    0.00    4095         arm310(unsigned int) [304]
-----------------------------------------------
                0.00    0.00       1/4046        CPUWriteByte(unsigned int, unsigned char) [91]
                0.00    0.00    2021/4046        thumb80(unsigned int) [12]
                0.00    0.00    2024/4046        CPUUpdateRegister(unsigned int, unsigned short) [31]
[305]    0.0    0.00    0.00    4046         CPUUpdateRender() [305]
-----------------------------------------------
                0.00    0.00    4040/4040        armExecute() [5]
[306]    0.0    0.00    0.00    4040         arm100(unsigned int) [306]
                0.00    0.00    4040/12115       CPUUpdateCPSR() [276]
-----------------------------------------------
                0.00    0.00    4037/4037        armExecute() [5]
[307]    0.0    0.00    0.00    4037         arm140(unsigned int) [307]
-----------------------------------------------
                0.00    0.00    4036/4036        armExecute() [5]
[308]    0.0    0.00    0.00    4036         arm160(unsigned int) [308]
-----------------------------------------------
                0.00    0.00    4033/4033        armExecute() [5]
[309]    0.0    0.00    0.00    4033         arm15B(unsigned int) [309]
                0.00    0.00    4033/6053        CPUReadHalfWord(unsigned int) [292]
-----------------------------------------------
                0.00    0.00    4033/4033        armExecute() [5]
[310]    0.0    0.00    0.00    4033         armB00(unsigned int) [310]
-----------------------------------------------
                0.00    0.00    3838/3838        armExecute() [5]
[311]    0.0    0.00    0.00    3838         arm240(unsigned int) [311]
-----------------------------------------------
                0.00    0.00    3765/3765        armExecute() [5]
[312]    0.0    0.00    0.00    3765         arm1DD(unsigned int) [312]
                0.00    0.00    3765/648353      CPUReadByte(unsigned int) [195]
-----------------------------------------------
                0.00    0.00    3387/3387        psoundTickfn() [20]
[313]    0.0    0.00    0.00    3387         flush_samples(Multi_Buffer*) [313]
                0.00    0.00    5416/5416        Stereo_Buffer::samples_avail() const [297]
                0.00    0.00    2029/2029        Stereo_Buffer::read_samples(short*, long) [327]
                0.00    0.00    2029/2029        SoundSDL::write(unsigned short*, int) [328]
                0.00    0.00    2029/2029        systemOnWriteDataToSoundBuffer(unsigned short const*, int) [326]
                0.00    0.00       1/1           SoundSDL::resume() [483]
-----------------------------------------------
                0.00    0.00    3387/3387        psoundTickfn() [20]
[314]    0.0    0.00    0.00    3387         Stereo_Buffer::end_frame(int) [314]
                0.00    0.00   10161/10161       Blip_Buffer::end_frame(int) [280]
-----------------------------------------------
                0.00    0.00    3290/3290        thumbExecute() [3]
[315]    0.0    0.00    0.00    3290         thumbA8(unsigned int) [315]
-----------------------------------------------
                0.00    0.00    3262/3262        thumbExecute() [3]
[316]    0.0    0.00    0.00    3262         thumb10_06(unsigned int) [316]
-----------------------------------------------
                0.00    0.00    3234/3234        thumbExecute() [3]
[317]    0.0    0.00    0.00    3234         BIOS_BgAffineSet() [317]
                0.00    0.00   16170/18296       CPUReadHalfWord(unsigned int) [261]
                0.00    0.00    6468/14670       CPUReadMemory(unsigned int) [269]
-----------------------------------------------
                0.00    0.00    3234/3234        thumbExecute() [3]
[318]    0.0    0.00    0.00    3234         thumb1E_2(unsigned int) [318]
-----------------------------------------------
                0.00    0.00    3189/3189        thumbExecute() [3]
[319]    0.0    0.00    0.00    3189         thumb1A_4(unsigned int) [319]
-----------------------------------------------
                0.00    0.00    3109/3109        thumbExecute() [3]
[320]    0.0    0.00    0.00    3109         thumb1A_0(unsigned int) [320]
-----------------------------------------------
                0.00    0.00    3106/3106        thumbExecute() [3]
[321]    0.0    0.00    0.00    3106         thumb10_03(unsigned int) [321]
-----------------------------------------------
                0.00    0.00    2559/2559        soundEvent(unsigned int, unsigned char) [61]
[322]    0.0    0.00    0.00    2559         Gb_Apu::write_osc(int, int, int, int) [322]
                0.00    0.00    1778/1778        Gb_Env::write_register(int, int, int, int) [352]
-----------------------------------------------
                0.00    0.00    2348/2348        armExecute() [5]
[323]    0.0    0.00    0.00    2348         arm260(unsigned int) [323]
-----------------------------------------------
                0.00    0.00    2110/2110        thumbExecute() [3]
[324]    0.0    0.00    0.00    2110         thumb3C(unsigned int) [324]
-----------------------------------------------
                0.00    0.00    2060/2060        thumbExecute() [3]
[325]    0.0    0.00    0.00    2060         thumb08_03(unsigned int) [325]
-----------------------------------------------
                0.00    0.00    2029/2029        flush_samples(Multi_Buffer*) [313]
[326]    0.0    0.00    0.00    2029         systemOnWriteDataToSoundBuffer(unsigned short const*, int) [326]
-----------------------------------------------
                0.00    0.00    2029/2029        flush_samples(Multi_Buffer*) [313]
[327]    0.0    0.00    0.00    2029         Stereo_Buffer::read_samples(short*, long) [327]
                0.00    0.00    5828/5828        Blip_Buffer::remove_samples(long) [294]
                0.00    0.00    2028/2028        Stereo_Mixer::mix_stereo(short*, int) [329]
-----------------------------------------------
                0.00    0.00    2029/2029        flush_samples(Multi_Buffer*) [313]
[328]    0.0    0.00    0.00    2029         SoundSDL::write(unsigned short*, int) [328]
                0.00    0.00       1/1           soundGetSampleRate() [457]
                0.00    0.00       1/2           SoundSDL::init(long) [435]
-----------------------------------------------
                0.00    0.00    2028/2028        Stereo_Buffer::read_samples(short*, long) [327]
[329]    0.0    0.00    0.00    2028         Stereo_Mixer::mix_stereo(short*, int) [329]
-----------------------------------------------
                0.00    0.00    2023/2023        CPULoop(int) [1]
[330]    0.0    0.00    0.00    2023         systemFrame() [330]
-----------------------------------------------
                0.00    0.00    2023/2023        CPULoop(int) [1]
[331]    0.0    0.00    0.00    2023         inputReadJoypad(int) [331]
-----------------------------------------------
                0.00    0.00    2023/2023        CPULoop(int) [1]
[332]    0.0    0.00    0.00    2023         systemDrawScreen() [332]
-----------------------------------------------
                0.00    0.00    2023/2023        CPULoop(int) [1]
[333]    0.0    0.00    0.00    2023         systemReadJoypad(int) [333]
-----------------------------------------------
                0.00    0.00    2023/2023        CPULoop(int) [1]
[334]    0.0    0.00    0.00    2023         systemReadJoypads() [334]
-----------------------------------------------
                0.00    0.00    2023/2023        CPULoop(int) [1]
[335]    0.0    0.00    0.00    2023         systemPauseOnFrame() [335]
-----------------------------------------------
                0.00    0.00    2023/2023        CPULoop(int) [1]
[336]    0.0    0.00    0.00    2023         inputUpdateMotionSensor() [336]
-----------------------------------------------
                0.00    0.00    2023/2023        CPULoop(int) [1]
[337]    0.0    0.00    0.00    2023         systemUpdateMotionSensor() [337]
-----------------------------------------------
                0.00    0.00    2020/2020        armExecute() [5]
[338]    0.0    0.00    0.00    2020         arm000(unsigned int) [338]
-----------------------------------------------
                0.00    0.00    2020/2020        armExecute() [5]
[339]    0.0    0.00    0.00    2020         arm002(unsigned int) [339]
-----------------------------------------------
                0.00    0.00    2020/2020        armExecute() [5]
[340]    0.0    0.00    0.00    2020         arm1C0(unsigned int) [340]
-----------------------------------------------
                0.00    0.00    2020/2020        armExecute() [5]
[341]    0.0    0.00    0.00    2020         arm1DB(unsigned int) [341]
                0.00    0.00    2020/6053        CPUReadHalfWord(unsigned int) [292]
-----------------------------------------------
                0.00    0.00    2020/2020        armExecute() [5]
[342]    0.0    0.00    0.00    2020         arm510(unsigned int) [342]
                0.00    0.00    4040/64062       dataTicksAccessSeq32(unsigned int) [243]
                0.00    0.00    2020/435435      CPUReadMemory(unsigned int) [203]
-----------------------------------------------
                0.00    0.00    2018/2018        armExecute() [5]
[343]    0.0    0.00    0.00    2018         arm020(unsigned int) [343]
-----------------------------------------------
                0.00    0.00    2018/2018        armExecute() [5]
[344]    0.0    0.00    0.00    2018         arm14B(unsigned int) [344]
                0.00    0.00    2018/12118       CPUWriteHalfWord(unsigned int, unsigned short) [275]
-----------------------------------------------
                0.00    0.00    2017/2017        armExecute() [5]
[345]    0.0    0.00    0.00    2017         arm200(unsigned int) [345]
-----------------------------------------------
                0.00    0.00    2017/2017        armExecute() [5]
[346]    0.0    0.00    0.00    2017         arm550(unsigned int) [346]
                0.00    0.00    2017/648353      CPUReadByte(unsigned int) [195]
-----------------------------------------------
                0.00    0.00    2017/2017        armExecute() [5]
[347]    0.0    0.00    0.00    2017         arm790(unsigned int) [347]
                0.00    0.00    2017/435435      CPUReadMemory(unsigned int) [203]
-----------------------------------------------
                0.00    0.00    2016/2016        armExecute() [5]
[348]    0.0    0.00    0.00    2016         arm1B0(unsigned int) [348]
-----------------------------------------------
                0.00    0.00    2016/2016        thumbExecute() [3]
[349]    0.0    0.00    0.00    2016         thumb45_1(unsigned int) [349]
-----------------------------------------------
                0.00    0.00    1947/1947        thumbExecute() [3]
[350]    0.0    0.00    0.00    1947         thumb10_04(unsigned int) [350]
-----------------------------------------------
                0.00    0.00    1795/1795        thumbExecute() [3]
[351]    0.0    0.00    0.00    1795         thumb1A_7(unsigned int) [351]
-----------------------------------------------
                0.00    0.00    1778/1778        Gb_Apu::write_osc(int, int, int, int) [322]
[352]    0.0    0.00    0.00    1778         Gb_Env::write_register(int, int, int, int) [352]
-----------------------------------------------
                0.00    0.00    1666/1666        thumbExecute() [3]
[353]    0.0    0.00    0.00    1666         thumb10_18(unsigned int) [353]
-----------------------------------------------
                0.00    0.00    1580/1580        thumbExecute() [3]
[354]    0.0    0.00    0.00    1580         thumb08_05(unsigned int) [354]
-----------------------------------------------
                0.00    0.00    1474/1474        armExecute() [5]
[355]    0.0    0.00    0.00    1474         arm089(unsigned int) [355]
-----------------------------------------------
                0.00    0.00    1474/1474        thumbExecute() [3]
[356]    0.0    0.00    0.00    1474         thumb40_3(unsigned int) [356]
-----------------------------------------------
                0.00    0.00    1248/1248        FindConfigFile(char const*) [363]
[357]    0.0    0.00    0.00    1248         FileExists(char const*) [357]
-----------------------------------------------
                0.00    0.00    1144/1144        thumbExecute() [3]
[358]    0.0    0.00    0.00    1144         thumb08_19(unsigned int) [358]
-----------------------------------------------
                0.00    0.00     603/603         thumbExecute() [3]
